Entry ID,Date start (dd),Date start (mm),Date start (yyyy),Season start,Date end (dd),Date end (mm),Date end (yyyy),Season end,Text,Reference,Country,NUTS1,NUTS2,NUTS3,Location,DPSIR,Sector,Water Company,Water Company 2018,WR typology,WR typology sub-category
233,6,7,1988,Summer,1,9,1988,Autumn,"THE FIFE REGIONAL COUNCIL WITHDRAWAL OF RESTRICTION OF USE OF HOSEPIPES THE Fife Regional Council, as Water Authority for the Region of Fife and the former County of Kinross, hereby give notice that with effect from Monday, 1st August 1988, the use for the purpose of watering private gardens or washing private motor cars of any water supplied by them as respects the whole of their said limits of supply and drawn through a hosepipe or similar apparatus is not prohibited. This Notice withdraws the restriction upon such use of water imposed as from Wednesday, 6th July 1988 by earlier notice given in terms of Section 69 of the Water (Scotland) Act 1980. D.S. Allan, Depute Director of Administration. Fife House, North Street, Glenrothes, Fife.","Recorded in The Gazette, issue 22397, 05 August 1988",Scotland,"UKC, UKD, UKM","UKC2, UKD1, UKM5, UKM6, UKM7, UKM8, UKM9","UKC21, UKD11, UKD12, UKM50, UKM61, UKM62, UKM63, UKM64, UKM71, UKM72, UKM73, UKM75, UKM76, UKM77, UKM78, UKM81, UKM82, UKM83, UKM84, UKM91, UKM92, UKM93, UKM94, UKM95",Fife,IR,Water Resources,Fife Council,Scotland,Demand,Restrictions lifted
234,6,7,1988,Summer,6,11,1988,Autumn,"THE FIFE REGIONAL COUNCIL RESTRICTION OF USE OF HOSEPIPES THE Fife Regional Council, as Water Authority for the Region of Fife and the former County of Kinross and in exercise of the powers conferred on them by Section 69 of the Water (Scotland) Act 1980, considering that a serious deficiency of water available for distribution is threatened, hereby give notice that with effect from Wednesday, 6th July 1988 the use for the purpose of watering private gardens or washing private motor cars of any water supplied by them as respects the whole of their said limits of supply and drawn through a hosepipe or similar apparatus is prohibited. ""Private motor car"" has the meaning ascribed to it by Section 69(1) of the said Act. This prohibition shall operate until further notice. Any person who contravenes the provisions of this Notice' while the prohibition is in force shall in respect of each offence be liable on summary conviction to a fine not exceeding £200. DS Allan, Depute Director of Administration. Fife House, North Street, Glenrothes, Fife. 1st July 1988.","Recorded in The Gazette, issue 22381, 08 July 1988",Scotland,"UKC, UKD, UKM","UKC2, UKD1, UKM5, UKM6, UKM7, UKM8, UKM9","UKC21, UKD11, UKD12, UKM50, UKM61, UKM62, UKM63, UKM64, UKM71, UKM72, UKM73, UKM75, UKM76, UKM77, UKM78, UKM81, UKM82, UKM83, UKM84, UKM91, UKM92, UKM93, UKM94, UKM95",Fife,IR,Water Resources,Fife Council,Scotland,Demand,Hosepipe ban
235,1,12,1988,Winter,31,12,1988,Winter,1 drought order in Northern Ireland,Defra (2011) Number of drought orders: 1976 to 2011,Northern Ireland,UKN,UKN0,"UKN01, UKN02, UKN03, UKN04, UKN05",Northern Ireland,R,Water Resources,,Northern Ireland,Supply,Drought order
236,1,1,1989,Winter,31,12,1989,Winter,21 drought orders in North West Region,Defra (2011) Number of drought orders: 1976 to 2011,England,"UKC, UKD, UKE, UKM, UKF, UKG, UKL","UKC1, UKC2, UKD1, UKD3, UKD4, UKD7, UKE2, UKE4, UKM9, UKD6, UKF1, UKG2, UKL2","UKC14, UKC21, UKD11, UKD12, UKD36, UKD37, UKD41, UKD42, UKD44, UKD45, UKD46, UKD47, UKD71, UKD73, UKE22, UKE41, UKE44, UKM91, UKM92, UKD33, UKD34, UKD35, UKD36, UKD37, UKD41, UKD46, UKD47, UKD61, UKD62, UKD63, UKD71, UKD72, UKD73, UKD74, UKE44, UKF13, UKG22, UKG24, UKL23",North West,R,Water Resources,,"United Utilities, Dee Valley Water",Supply,Drought order
237,1,1,1989,Winter,31,12,1989,Winter,9 drought orders in North East Region,Defra (2011) Number of drought orders: 1976 to 2011,England,"UKC, UKD, UKE, UKM, UKF","UKC1, UKC2, UKD1, UKE2, UKM9, UKD3, UKD4, UKE1, UKE3, UKE4, UKF1","UKC11, UKC12, UKC13, UKC14, UKC21, UKC22, UKC23, UKD12, UKE22, UKM91, UKC11, UKC12, UKC13, UKC14, UKD12, UKD37, UKD44, UKD45, UKD46, UKE11, UKE12, UKE13, UKE21, UKE22, UKE31, UKE32, UKE41, UKE42, UKE44, UKE45, UKF12, UKF13, UKF15",North East,R,Water Resources,,"Northumbrian Water, Yorkshire Water",Supply,Drought order
238,1,1,1989,Winter,31,12,1989,Winter,5 drought orders in Midlands Region,Defra (2011) Number of drought orders: 1976 to 2011,England,"UKD, UKE, UKF, UKG, UKJ, UKK, UKL","UKD3, UKD6, UKE1, UKE3, UKE4, UKF1, UKF2, UKF3, UKG1, UKG2, UKG3, UKJ1, UKK1, UKL2","UKD35, UKD37, UKD62, UKE13, UKE31, UKE32, UKE44, UKF11, UKF12, UKF13, UKF14, UKF15, UKF16, UKF21, UKF22, UKF24, UKF25, UKF30, UKG13, UKG24, UKD62, UKF13, UKF22, UKF24, UKG11, UKG12, UKG13, UKG21, UKG22, UKG23, UKG24, UKG31, UKG32, UKG33, UKG36, UKG37, UKG38, UKG39, UKJ14, UKK12, UKK13, UKL21, UKL23, UKL24",Midlands,R,Water Resources,,"Severn Trent Water, South Staffordshire Water, Dwr Cymru Welsh Water",Supply,Drought order
239,1,1,1989,Winter,31,12,1989,Winter,1 drought order in Anglian Region,Defra (2011) Number of drought orders: 1976 to 2011,England,"UKF, UKH, UKI, UKJ, UKE, UKG","UKF2, UKF3, UKH1, UKH2, UKH3, UKI5, UKJ1, UKJ4, UKE1, UKE3, UKF1, UKG1","UKF24, UKF25, UKF30, UKH11, UKH12, UKH14, UKH15, UKH16, UKH17, UKH21, UKH23, UKH24, UKH25, UKH31, UKH32, UKH34, UKH35, UKH36, UKH37, UKI51, UKI52, UKJ12, UKJ13, UKJ41, UKJ43, UKE12, UKE13, UKE31, UKF15, UKF22, UKF24, UKF25, UKF30, UKG13, UKH11, UKH12, UKH16, UKH24, UKJ12, UKJ13, UKJ14",Anglian,R,Water Resources,,"Anglian Water, Essex & Suffolk Water, Affinity Water, Cambridge Water",Supply,Drought order
240,1,1,1989,Winter,31,12,1989,Winter,19 drought orders in Southern Region,Defra (2011) Number of drought orders: 1976 to 2011,England,"UKH, UKI, UKJ, UKK, UKF, UKG","UKH1, UKH2, UKH3, UKI3, UKI4, UKI5, UKI7, UKJ1, UKJ2, UKI6, UKJ4, UKJ3, UKK1, UKK2, UKF2, UKG1","UKH12, UKH21, UKH23, UKH25, UKH32, UKH35, UKH36, UKI31, UKI32, UKI33, UKI34, UKI41, UKI42, UKI43, UKI44, UKI45, UKI51, UKI52, UKI53, UKI54, UKI71, UKI72, UKI73, UKI74, UKI75, UKJ11, UKJ13, UKJ25, UKH32, UKH37, UKI31, UKI32, UKI33, UKI34, UKI41, UKI42, UKI44, UKI45, UKI51, UKI52, UKI61, UKI62, UKI63, UKI75, UKJ21, UKJ22, UKJ25, UKJ26, UKJ27, UKJ28, UKJ41, UKJ43, UKJ44, UKJ45, UKJ46, UKJ11, UKJ21, UKJ22, UKJ25, UKJ26, UKJ27, UKJ28, UKJ31, UKJ32, UKJ34, UKJ35, UKJ36, UKJ37, UKK15, UKK22, UKF24, UKG12, UKG13, UKH23, UKH25, UKI63, UKI74, UKI75, UKJ11, UKJ12, UKJ13, UKJ14, UKJ25, UKJ26, UKJ27, UKJ28, UKJ36, UKJ37, UKK12, UKK13, UKK14, UKK15",Southern,R,Water Resources,,"Thames Water, Southern Water, South East Water, Portsmouth Water, Bournemouth Water, Cholderton & District Water, Sutton & East Surrey Water",Supply,Drought order
241,1,1,1989,Winter,31,12,1989,Winter,21 drought orders in South West Region,Defra (2011) Number of drought orders: 1976 to 2011,England,"UKK, UKJ, UKL","UKK2, UKK3, UKK4, UKJ1, UKJ3, UKK1, UKL2","UKK22, UKK23, UKK30, UKK41, UKK42, UKK43, UKJ11, UKJ14, UKJ36, UKK11, UKK12, UKK13, UKK14, UKK15, UKK21, UKK22, UKK23, UKK43, UKL21",South West,R,Water Resources,,"South West Water, Wessex Water, Bristol Water",Supply,Drought order
242,1,1,1989,Winter,31,12,1989,Winter,6.5 million people affected by hosepipe bans,Environment Agency (2006) The impact of climate change on severe droughts - Major droughts in England and Wales from 1800 and evidence of impact. SC040068/SR1,United Kingdom,,,,,R,Water Resources,,,Demand,Hosepipe ban
243,1,1,1989,Winter,31,12,1989,Winter,Water transferred to Wear Catchment via Kielder tunnel obviated water restrictions in Durham and Sunderland,Environment Agency (2006) The impact of climate change on severe droughts - Major droughts in England and Wales from 1800 and evidence of impact. SC040068/SR1,England,UKC,UKC2,"UKC21, UKC23","Kielder reservoir, Sunderland",IR,Water Resources,"Sunderland and South Shields Water, Northumbrian Water",Northumbrian Water,Supply,Transfer
244,1,1,1989,Winter,31,1,1989,Winter,The dry winter and autumn of 1988 triggered the development of the National Hydrological Monitoring Programme in January 1989,"Durant, M. (2015) Description of groundwater droughts in the UK: 1890 to 2015. British Geological Survey Internal Report, OF/15/007. 52pp",England,,,,,R,Water Resources,,,Supply,
245,19,5,1989,Spring,19,11,1989,Autumn,"WATER RESOURCES ACT MID KENT WATER COMPANY DROUGHT ACT 1976 Water Shortage Notice of application for emergency orders to vary licence conditions to ground water sources and restrict or prohibit the use of waterfor certain specified uses In view of the exceptional shortage of rain, very limited recharge to aquifers has occurred and a serious deficiency of supplies of water is threatened in the statutory area of The Mid Kent Water Company. Notice is hereby given that in order to ensure maintenance of essential supplies of water to its consumers this summer the Company is applying to the Secretary of State for the Environment for an Order pursuant to Sections l(3)(e) of the Drought Act 1976 to modify conditions relating to the abstraction of water from the Chalk Strata at Boughton, Wineycock Shaw, Howfield, Thanington, Godmersham, Chilham and Hoplands Farm Pumping Stations and from the Lower Greensand Strata at Borough Green (including Nepicar Lane) and Charing Pumping Stations. The modifications would provide for temporary increases in the existing authorised maximum day abstraction quantities which would also necessitate a temporary increase in the authorised annual quantities in certain cases. The proposed modifications would also involve the temporary suspension of the compensation water provisions for the Chilham and Godmersham licences and the temporary suspension of the restricted abstraction conditions for the Howfield and Thanington licences with respect to the 104.6 Ml/d (23 m.g.d.) flow conditions in the River Great Stour as measured at the Horton Gauging Station. Details of the existing and temporary modifications are indicated in the table below: Pumping Station Strata Grid. Ref. Max. Day Exist Abstract Annual Abstract (Mia) Oct. Compensation (Mid) 88-Sept.89 Conditions Linked to Prop. Exist. Prop. > 104.6 Mid (23mgd) at Horton Exist (Mid) Prop. Bpughton Chalk TR046589 4.55 6.0 Group Lie. Unaltered — Wineycock Shaw Chalk TQ952573 6.00 8.0 Group Lie. Unaltered — — Howfield Chalk TR119562 13.64/17.05* 18.0 4977.87 5500 — Thanington Chalk TR138567 20.46/22.73* 25.0 6637.16 7400 — Godmersham Chalk TR073516 13.64 20.0 4977.87 6000 Up to 15.91 — Zero Chilham Chalk TR075534 13.64 20.0 4977.87 6000 Up to 20.46 Zero Hoplands Farm Chalk TR206616 6.82 9.0 1659.29 Unaltered — Charing and Charing Lower TQ945485/941495 6.82 8.0 1659.29 2100 — No. 5 Greensand — Borough Green and Lower TQ614579/625589 4.55 6.0 Group Lie. Unaltered Nepicar Lane Greensand *Upper figure subject to flows at Horton Gauging Station being above 104.6 Mid (23 mgd). Notice is also hereby given that the Company is applying to the Secretary of State for the Environment for an Order pursuant to section l(3)(b) of the Drought Act 1976 and in accordance with the Drought Direction 1984 to authorise prohibition or limitation of the use of water for non essential purposes. In this respect the Company is seeking authority to prohibit, should this be deemed necessary: (a) The watering, by hosepipe, sprinkler or other apparatus, of parks, ornamental gardens, lawns, allotments, recreation grounds, sports grounds, playing fields, golf courses or racecourses, whether publicly or privately owned; (b) the filling, whether wholly or partially, of privately owned swimming pools and of ornamental ponds other than fish ponds; (c) the operation of mechanical vehicle washers, whether automatic or not; (d) the washing of road vehicles, boats and railway rolling stock for any reason other than safety or hygiene; (e) the cleaning of the exterior of buildings; (0 the cleaning of industrial premises and plant for any reason other than safety or hygiene; (g) the operation of ornamental fountains or cascades, including any where water is recycled; (h) the operation, in relation to any building or other premises of any cistern which flushes automatically, during any period when the premises are wholly or substantially unoccupied. A copy of this application together with an accompanying plan may be inspected by any person free of charge during all reasonable office hours at the Company's Principal Office, High Street, Snodland, Kent, at the Eastern Divisional Office, Odsal House, Harbledown, Canterbury, Kent, and the Western Divisional Office, King Street, Maidstone, Kent, for a period of seven days from the publication of this notice. Objections to the application may be made to the Secretary of State for the Environment, Romney House, 43 Marsham Street, London SW1 3PY (with a copy to the undersigned please) within seven days of the publication of this notice. Where it appears to the Secretary of State that an Order is required to be made urgently if it is to enable the Company effectively to meet the projected deficiency of supplies of water he may direct that the holding of a public local inquiry or a hearing by a person appointed by him shall be dispensed with. A.J. Sheppeck, Secretary and Financial Controller Mid Kent Water Company High Street, Snodland, Kent ME6 5AH. 19th May 1989.","Recorded in The Gazette, issue 51740, 19 May 1989",England,UKJ,"UKJ1, UKJ2, UKJ3, UKJ4","UKJ11, UKJ13, UKJ21, UKJ22, UKJ25, UKJ26, UKJ27, UKJ28, UKJ36, UKJ37, UKJ41, UKJ43, UKJ44, UKJ45, UKJ46",Mid Kent,IR,Water Resources,Mid Kent Water,South East Water,Demand,Hosepipe ban application
